orf_name	Length	Mol_weight	PI
144156-144474(+)_1	105	11753.66	8.4961
144891-145368(+)_1	158	16578.15	9.9861
145744-148153(-)_1	802	90949.98	8.8328
148719-149385(+)_1	221	25402.16	4.5152
149466-150753(-)_1	428	50793.19	5.0606
151256-152444(-)_1	395	44684.1	4.7033
152734-153874(-)_1	379	44063.69	6.4969
154290-154527(-)_1	42	4662.7	9.4167
155914-157144(+)_1	409	47301.56	8.8359
157333-157555(-)_1	3	401.44	5.2714
158314-159259(+)_1	314	34562.5	8.1499
159606-161859(+)_1	750	84853.67	5.6037
161925-162999(-)_1	357	41579.37	10.6956
163368-170013(-)_1	2214	245082.86	5.6457
171242-174938(-)_1	1231	141155.65	8.3982
175751-177776(-)_1	674	73604.18	9.3695
179988-181914(-)_1	641	72826.07	6.2898
182189-183113(+)_1	307	34383.46	7.537
183200-184364(-)_1	387	44360.25	7.1214
184810-185329(-)_1	172	20221.92	6.2661
185697-187143(-)_1	481	54522.57	4.169
187423-187951(+)_1	175	19257.99	10.7057
188080-188797(-)_1	238	25870.02	6.0776
189223-190009(+)_1	261	30738.39	10.8685
190242-191178(+)_1	311	35124.66	9.9014
191543-192560(-)_1	338	35694.06	4.1781
193974-194823(+)_1	282	32009.86	3.6472
196820-198959(+)_1	712	80285.75	5.584
199396-201052(+)_1	551	59946.84	5.329
201423-203082(-)_1	552	60880.07	9.4259
203536-208846(-)_1	1769	199770.14	6.1532
209246-210398(-)_1	383	41503.4	7.9856
209598-211574(-)_1	52	6150.49	9.9758
212932-214873(+)_1	646	73857.25	5.1609
216594-218292(+)_1	565	64079.96	9.5289
218847-219297(+)_1	149	16286.17	10.1001
220523-222380(-)_1	618	70583.89	7.358
222788-225251(+)_1	820	91246.41	6.3167
226214-228251(-)_1	678	78257.52	6.214
229159-230983(+)_1	607	70498.43	6.2082
231294-233535(+)_1	746	85717.63	6.2709
233959-237136(+)_1	1058	121127.79	4.107
237454-238108(+)_1	217	24483.44	10.1557
238353-238839(+)_1	161	18358.48	10.8831
239100-243537(+)_1	1478	164941.68	10.1645
243644-246266(-)_1	873	97273.15	6.1097
246530-248555(-)_1	674	75840.23	7.3526
249210-252732(+)_1	1173	134117.49	8.3964
252870-254343(-)_1	490	55517.29	10.0632
254549-256841(-)_1	763	86948.42	9.3004
257676-260166(+)_1	829	95638.15	6.6111
260575-261574(+)_1	332	37056.33	6.2319
261717-264201(-)_1	827	95281.02	7.5532
264244-264427(-)_1	20	2471.9	8.7429
264541-266413(+)_1	623	71270.52	7.7359
266561-269702(-)_1	1046	117384.53	6.8885
270527-272363(+)_1	611	68965.37	9.9559
272841-275037(+)_1	731	82529.72	6.3758
275454-276924(-)_1	489	54774.02	5.5927
277209-280875(-)_1	1221	134913.69	5.6352
281529-282411(-)_1	293	30107.89	4.6157
282980-285686(-)_1	901	91840.47	6.601
286929-290577(+)_1	1215	131771.89	9.393
290935-294625(-)_1	1229	140947.15	5.8224
294946-296896(+)_1	649	76195.81	8.7098
297004-297640(-)_1	211	24661.27	6.8497
297751-299617(+)_1	621	71239.49	9.7658
299808-302460(-)_1	883	103719.3	5.7813
302736-304512(-)_1	591	66164.05	4.5593
304833-305733(-)_1	299	33751.24	7.3297
305934-306693(-)_1	252	28587.26	6.1304
306874-307378(-)_1	167	18990.03	3.9715
307576-308293(-)_1	238	27193.55	10.6129
309108-311604(+)_1	831	95183.46	6.3629
311843-313985(+)_1	713	82342.59	4.9009
315029-316364(+)_1	444	50237.62	7.0062
316587-317814(+)_1	408	46368.25	6.8849
317864-319496(-)_1	543	60581.82	7.344
319742-321746(-)_1	667	75518.77	6.3117
322049-324707(-)_1	885	100033.87	6.7613
324986-325727(+)_1	246	26987.53	5.1571
325899-327342(+)_1	480	54651.37	5.2393
327539-328679(+)_1	379	42535.1	9.0568
329751-330750(+)_1	332	35661.87	8.7837
331247-333692(+)_1	814	90860.58	6.8597
333971-337175(+)_1	1067	121294.47	6.5998
337425-338775(+)_1	449	52576.41	4.8698
338934-340176(-)_1	413	47028.62	9.0145
341088-343617(-)_1	842	99546.97	6.9865
343902-345132(+)_1	409	47178.78	8.9133
346202-346373(+)_1	11	1389.59	3.55
349420-349465(+)_1	1	149.21	5.55
350515-355567(+)_1	1683	191705.65	4.8657
355935-358104(-)_1	306	36899.93	12.8803
358606-362809(-)_1	1400	155293.82	6.9111
363155-364028(-)_1	290	32943.61	7.1072
364362-365730(+)_1	455	53699.92	6.7766
366141-366780(-)_1	212	23550.68	7.6888
366840-368046(-)_1	401	43930.91	8.6464
369521-369839(-)_1	105	11763.47	5.8474
369929-370166(+)_1	12	1470.71	11.6501
370149-370281(+)_1	8	926.13	7.8379
370273-370492(+)_1	4	460.57	6.9666
370615-370924(+)_1	102	11534.53	7.2414
371681-372341(-)_1	219	24733.59	6.4889
373210-373885(+)_1	224	24683.02	9.9317
375094-376366(+)_1	423	49137.35	6.3044
376509-377262(-)_1	250	28273.35	7.3788
377585-379637(+)_1	683	74663.16	4.497
380100-382413(+)_1	770	87179.6	7.5617
382630-383611(-)_1	235	28450.71	7.1716
383920-384511(+)_1	196	22391.19	4.8179
384641-387110(-)_1	822	95362.46	5.2358
388196-388613(-)_1	68	7827.45	10.7021
388758-389958(+)_1	399	46122.32	4.8416
390292-391837(+)_1	514	59910.78	8.9156
392258-392913(-)_1	55	5731.35	4.6718
393666-394707(-)_1	346	40418.44	10.2385
395242-398611(-)_1	1122	123989.79	4.7658
399100-401155(+)_1	684	79335.08	4.6865
401792-403478(+)_1	561	63073.32	8.2275
403773-405381(+)_1	535	58915.3	5.7753
405612-407229(-)_1	538	62132.6	6.5358
407330-409496(-)_1	721	83055.68	6.4695
410365-410851(-)_1	161	18793.27	5.7852
413043-415044(-)_1	666	77471.67	8.8614
415456-417163(-)_1	568	61486.12	5.4331
418274-419246(-)_1	323	37802.52	7.8588
422244-428346(+)_1	2033	229088.24	7.6798
428696-429308(-)_1	203	23770.7	6.4621
429766-430123(+)_1	118	14064.04	9.35
430349-431780(-)_1	476	54359.31	4.6821
432297-433064(+)_1	194	21291.97	5.6477
433746-435555(+)_1	602	65565.43	7.9669
435798-437574(+)_1	591	66779.49	4.1951
437925-439536(-)_1	536	61636.26	6.4442
439863-441960(-)_1	698	76479.2	4.7057
443006-445109(+)_1	700	80336.36	6.516
445668-445890(-)_1	8	919.07	12.5163
446328-447792(+)_1	487	55658.43	4.6439
448163-449078(+)_1	304	34731.69	4.6493
449575-450592(+)_1	338	38517.8	6.6859
450822-451821(-)_1	332	35832.87	7.1724
453349-454885(+)_1	511	57656.3	5.3629
455165-455447(-)_1	35	4122.04	8.3529
455722-456505(-)_1	260	30394.14	5.3977
456878-457457(-)_1	22	2611.16	8.7213
457423-458638(+)_1	404	47229.72	9.373
458836-459436(+)_1	199	22524.0	8.5716
459707-461240(+)_1	510	58032.44	8.6231
461423-463181(-)_1	585	62740.96	7.9973
463504-464017(-)_1	170	19282.44	6.9143
464212-465262(-)_1	349	40343.71	7.8277
465535-466096(-)_1	186	21652.34	7.5592
466216-466564(-)_1	115	13090.59	4.9538
466753-467086(+)_1	110	12547.57	5.9098
467167-467902(-)_1	244	27755.05	6.4854
468067-468601(-)_1	177	20389.06	5.5595
469091-471602(-)_1	836	95064.29	7.2403
471924-476241(-)_1	1438	163230.3	4.6058
476483-477668(+)_1	394	44937.55	4.9736
477780-481854(-)_1	1357	154668.47	8.1429
482088-482415(+)_1	108	12381.28	5.875
482743-486001(+)_1	1085	124927.15	7.1992
486135-488814(-)_1	892	103731.35	9.1412
489375-492756(+)_1	1126	127396.26	5.9929
493174-495505(+)_1	776	87075.21	7.0404
495608-499133(-)_1	1174	134809.02	6.9947
499424-501662(+)_1	745	85286.2	4.2779
501820-502873(-)_1	350	40464.96	7.2468
504884-505307(-)_1	140	15651.5	6.3074
505732-507703(-)_1	656	70792.02	5.2371
508151-509963(+)_1	48	5196.11	12.0533
513531-514005(-)_1	157	17126.34	4.5672
514969-515299(+)_1	109	12168.89	9.6295
515491-517084(-)_1	530	59455.24	7.1623
517307-518015(+)_1	235	28126.98	10.0963
518463-519990(+)_1	508	55807.42	9.6724
521353-523051(+)_1	565	63981.69	5.8058
523311-525045(+)_1	577	66465.83	5.6044
525341-526817(+)_1	491	56634.73	8.1159
527384-527882(+)_1	165	18458.01	6.9156
530855-531566(+)_1	236	27484.65	6.8369
533026-533680(+)_1	217	24907.5	5.3716
533693-534137(-)_1	147	17364.07	4.7796
534755-537209(+)_1	817	91182.28	9.2249
537705-538758(+)_1	350	39432.8	4.7909
539395-542203(+)_1	935	108910.54	7.1534
542366-543710(-)_1	447	50831.54	5.9234
544061-544439(+)_1	125	13633.54	7.8064
544774-546463(+)_1	562	61847.04	5.1711
546672-548022(-)_1	449	49515.68	5.5209
548274-555693(+)_1	2472	281236.87	7.1056
555874-556297(-)_1	140	15876.99	5.7105
556493-557555(+)_1	353	39730.42	8.3056
557648-558242(-)_1	197	21964.8	4.6949
558458-559436(-)_1	325	36112.74	4.5316
559439-559604(+)_1	1	149.21	5.55
559794-560970(-)_1	391	43848.35	4.4618
561187-561808(-)_1	206	23086.15	8.9967
561972-562626(+)_1	188	20987.72	4.1665
562839-564030(+)_1	396	46256.04	7.7121
564218-565466(-)_1	415	47624.48	4.6226
566124-567060(-)_1	311	32778.07	9.5967
567776-569090(+)_1	437	48745.15	8.1621
569293-570478(-)_1	394	44589.15	10.3748
570781-571123(-)_1	113	12997.82	6.7723
571498-572410(-)_1	303	34801.95	7.4705
572596-573877(+)_1	426	49880.84	9.1701
573973-574291(-)_1	105	11234.1	9.6236
574909-575233(+)_1	107	12406.2	10.2612
575333-576212(-)_1	292	33927.41	5.3179
576570-579438(+)_1	955	108657.79	6.1862
579736-583192(-)_1	1151	132693.93	6.3414
583925-587210(-)_1	1094	120410.24	7.0875
587596-591892(+)_1	1431	162734.77	4.5173
592055-593042(-)_1	328	35988.59	4.1156
593413-594508(-)_1	364	42240.9	5.35
597430-597709(+)_1	52	5930.24	7.0062
598670-599639(+)_1	322	35335.39	10.3515
600096-600945(+)_1	282	32295.91	6.6014
601298-601817(+)_1	172	19987.22	4.5874
602087-604037(-)_1	649	73881.64	6.6122
604440-605151(+)_1	236	26251.56	4.4822
605214-606198(-)_1	327	37801.03	7.1613
607138-607939(+)_1	266	30245.56	8.4236
608063-608672(-)_1	202	23448.58	5.3448
609677-611420(+)_1	580	64636.68	5.4647
611499-611964(-)_1	154	15824.62	6.2141
612545-613568(+)_1	340	36257.29	4.9312
613818-615999(+)_1	726	80800.72	6.3827
616273-617305(+)_1	343	39225.41	6.8842
617441-617678(-)_1	78	9129.13	5.1226
618062-618493(+)_1	78	8631.7	8.5279
618805-622162(-)_1	1118	123768.3	4.9482
622849-624913(+)_1	687	79955.53	7.0038
625085-625937(-)_1	283	32162.97	8.9475
626261-626867(+)_1	201	23711.82	4.6531
627054-627411(+)_1	118	13273.59	7.6093
627469-628213(-)_1	247	28090.36	10.255
629211-629661(+)_1	97	10912.46	6.638
630060-630900(+)_1	279	32019.08	10.1366
631190-632552(+)_1	453	52409.27	8.752
632666-633254(-)_1	195	22580.61	4.0052
633461-635654(-)_1	730	84831.36	5.6953
636298-636577(+)_1	52	5814.72	12.6286
636764-638300(+)_1	511	54793.74	5.2764
638929-640423(+)_1	497	56520.81	9.9795
641034-641712(+)_1	225	25038.61	8.8728
642010-643360(-)_1	449	49827.13	7.9956
643832-645062(-)_1	409	45417.25	4.3151
645353-647717(-)_1	787	89275.66	7.042
647996-652070(-)_1	1259	141036.05	7.4442
651943-652213(+)_1	45	5144.06	12.014
653044-654067(-)_1	340	39220.79	4.5274
654264-656184(-)_1	639	72203.45	6.0272
656659-658315(+)_1	551	63722.58	7.1494
658610-661757(+)_1	1048	120370.71	4.3883
662106-662736(+)_1	209	23758.23	6.4946
662835-664956(-)_1	706	80650.55	4.4406
665165-665885(-)_1	239	27669.59	5.836
666120-666330(+)_1	2	305.4	10.0
666511-667777(-)_1	421	48230.4	7.3025
668022-672351(-)_1	1442	161055.01	5.0536
673646-678380(+)_1	1577	182204.75	9.317
678499-679579(-)_1	359	38403.03	6.5139
679806-684753(-)_1	1648	192099.24	6.3001
684966-686013(+)_1	348	40061.31	8.0654
686199-687228(+)_1	342	39805.5	4.7845
687381-689670(-)_1	762	88010.46	6.8721
689923-690730(+)_1	268	30214.53	9.8729
691069-692133(-)_1	196	21982.21	10.3043
692906-693122(+)_1	28	3291.82	10.4258
693233-694277(+)_1	347	39611.44	8.9739
694735-695866(+)_1	376	41846.94	6.748
696363-697500(+)_1	378	42209.41	6.8308
698009-698888(-)_1	292	28712.63	4.6511
700614-702531(-)_1	484	49937.98	4.7834
0-498(+)_1	125	15043.73	9.4298
1724-2534(-)_1	269	28607.83	6.9089
6315-8166(+)_1	616	69472.34	5.5678
9359-10304(+)_1	314	34812.06	6.2853
11009-14867(-)_1	1285	140544.6	6.3013
15278-15887(-)_1	202	23511.29	9.1213
16138-18292(-)_1	717	79967.41	4.7005
18729-20601(+)_1	623	71287.92	8.2943
20891-22346(-)_1	484	53347.11	6.553
23319-26397(+)_1	1025	114592.66	4.7636
26602-30553(-)_1	1316	147843.96	8.2621
31621-32443(+)_1	273	31360.1	9.7215
32659-33421(+)_1	253	28465.07	4.9971
33469-34273(-)_1	267	30624.89	4.4073
34511-37823(+)_1	1103	127405.44	4.9871
38176-40081(+)_1	634	69985.24	10.147
40367-47792(-)_1	2474	282078.38	7.5763
48331-51784(-)_1	1150	135891.58	8.5409
52599-54522(-)_1	640	71342.88	9.2645
55015-58147(-)_1	1043	118189.67	6.4742
59410-59484(+)_1	10	1081.37	7.7994
59717-60320(-)_1	200	22764.92	5.3939
60607-61828(+)_1	406	45353.88	4.2817
62028-63417(-)_1	462	54040.69	8.9154
63621-64638(-)_1	338	38768.32	5.084
64914-65292(-)_1	125	13923.72	4.5551
65784-67389(+)_1	534	59647.33	4.567
67711-68314(+)_1	145	16196.05	4.0226
70095-71295(+)_1	399	45961.22	8.5475
71609-74165(-)_1	851	96432.74	9.3669
74662-76918(-)_1	751	80581.56	4.6286
78109-78667(-)_1	185	20913.71	7.7739
80028-81801(+)_1	590	65408.77	10.492
82282-83686(+)_1	467	52383.55	6.2854
84220-85138(+)_1	305	34089.83	4.2182
86168-92324(+)_1	2051	228713.4	5.8249
92796-94080(+)_1	427	46952.41	5.4782
94762-95623(+)_1	111	12334.12	11.403
95976-97992(-)_1	671	76881.48	5.9689
98726-100139(-)_1	470	53004.57	7.7249
101013-103497(-)_1	827	93273.59	8.7139
104297-105782(+)_1	494	54997.32	6.71
105856-107716(-)_1	619	69624.12	4.8224
107989-111022(+)_1	1010	114056.45	6.2397
111243-112500(+)_1	418	48660.15	7.0019
112931-115715(+)_1	927	103967.31	9.2478
116141-116558(+)_1	138	14928.7	10.6163
116792-118970(-)_1	725	82421.21	8.2568
119223-119634(-)_1	136	15902.7	10.2146
120152-121346(-)_1	397	46020.26	5.6533
123661-126499(-)_1	945	108967.31	7.7776
128889-130020(-)_1	189	20495.6	11.5562
128892-129216(-)_1	61	6775.07	9.2266
131400-132552(+)_1	383	38800.92	8.4259
133033-133813(-)_1	259	27467.21	5.8793
134756-135962(-)_1	401	46673.76	8.0707
138563-138995(+)_1	143	16115.38	4.3156
139088-139742(-)_1	217	24739.23	6.4895
140286-140589(+)_1	100	11274.18	10.808
140935-143521(+)_1	861	97786.18	5.9226
143909-144521(+)_1	161	18189.33	10.8655
144759-146646(-)_1	628	72032.33	9.8531
146915-147656(+)_1	246	27556.81	8.6736
149545-150289(-)_1	247	27637.56	9.0078
150825-151842(-)_1	338	37424.27	7.2646
152450-153359(+)_1	302	34047.79	8.1132
153531-154746(-)_1	40	4776.81	10.6533
155142-157065(-)_1	640	70064.22	7.4768
157717-159760(+)_1	680	74596.42	7.7507
160112-161519(+)_1	468	52063.02	5.0798
161744-162383(-)_1	212	24323.92	4.4899
162683-164075(+)_1	463	53478.3	4.2494
164429-165089(+)_1	219	25043.15	4.4651
165565-166162(+)_1	198	22123.09	10.7834
166669-168316(+)_1	548	62975.17	6.5931
168853-170491(+)_1	545	62306.79	10.1362
170745-170952(-)_1	15	1823.2	8.7982
171213-171609(-)_1	131	15515.27	11.2524
171859-172195(+)_1	111	13061.0	8.4787
172362-174543(-)_1	726	82053.88	4.8959
175012-177331(-)_1	772	88347.41	7.4393
177571-178963(-)_1	463	54893.53	9.7278
179465-180773(-)_1	435	48845.26	7.8682
181215-181956(-)_1	246	28087.11	4.6375
182280-186084(-)_1	1267	142707.35	9.8309
186824-187775(-)_1	316	36673.63	6.4453
189510-191223(+)_1	570	62923.51	6.205
191687-193730(+)_1	680	76593.05	6.4537
194222-196109(+)_1	628	72580.78	4.2396
196552-198280(+)_1	575	64251.62	4.7714
198448-198958(-)_1	169	18640.8	11.4572
199818-202362(+)_1	847	95185.52	8.1633
202991-203966(+)_1	324	35144.95	9.9934
204214-204862(-)_1	215	25606.85	9.897
204743-205043(+)_1	99	11221.34	9.8081
207152-207857(+)_1	234	25528.37	4.2561
208207-209764(-)_1	518	58989.13	5.2897
209896-210025(-)_1	5	684.77	5.8608
210220-211324(-)_1	367	41288.78	7.7307
211593-212742(-)_1	382	43357.26	9.4748
213398-215603(+)_1	734	82447.28	4.6738
215788-216730(-)_1	313	35261.38	8.2275
219096-220746(+)_1	549	62202.83	5.1979
221190-222609(+)_1	472	54303.58	10.0834
222986-223916(+)_1	309	34280.07	7.7147
224019-224115(-)_1	10	1224.46	8.032
224381-225737(+)_1	451	51688.06	8.8087
225920-229253(-)_1	1110	123999.86	7.5317
229846-232000(-)_1	717	79988.65	6.3155
232702-234256(-)_1	517	57366.97	6.2035
235510-240115(+)_1	1534	171166.45	9.7309
240318-242082(-)_1	587	67682.44	5.2296
242336-243089(-)_1	250	29910.38	10.9444
243400-244474(+)_1	357	39905.85	7.4809
247584-248301(+)_1	238	24108.26	4.3898
248681-249521(+)_1	279	32255.97	10.1498
249709-250651(+)_1	313	35313.23	7.8457
251143-252163(+)_1	339	37392.16	5.8732
252494-255809(-)_1	1104	126472.89	9.2716
256075-257008(-)_1	310	36093.57	8.9338
258189-259500(+)_1	436	50141.86	8.4235
259707-261357(+)_1	549	62643.85	4.4903
261590-263297(+)_1	568	64814.92	4.7283
263480-264155(-)_1	224	26118.21	7.7419
264575-264959(+)_1	127	13940.23	8.8542
265403-266408(+)_1	334	35593.94	8.8055
266754-267105(+)_1	116	13525.6	7.9588
267239-268535(-)_1	431	50094.99	10.45
269095-270669(+)_1	353	40377.26	6.8669
271240-272419(+)_1	392	44089.4	6.6218
272800-274771(+)_1	656	73598.12	7.5424
275044-277252(+)_1	735	82785.89	9.5731
277626-278805(+)_1	392	46202.59	9.3987
279163-280516(-)_1	450	52321.11	4.7177
280814-282401(-)_1	528	60282.39	7.6996
282627-285273(+)_1	881	99979.54	5.0462
285712-288049(+)_1	778	90202.54	8.772
291019-291340(+)_1	106	11908.72	10.2134
292596-293139(+)_1	180	19874.25	4.3507
295798-295924(+)_1	5	705.87	10.0
296672-299681(+)_1	1002	104064.98	9.8909
301094-301556(+)_1	153	17182.67	8.8951
302730-303354(-)_1	207	23539.67	10.4917
304066-306988(+)_1	973	110437.19	7.0135
307312-307801(-)_1	162	18611.15	9.9026
309524-311450(+)_1	641	71607.71	6.7847
312066-312408(+)_1	113	13624.27	4.3979
312742-313822(-)_1	359	39562.63	5.7608
314462-315788(-)_1	441	49570.78	6.929
316491-316860(+)_1	122	13426.05	4.6915
317202-320316(-)_1	1037	119946.55	5.1189
320746-321250(-)_1	167	18741.12	4.1659
321680-322517(-)_1	278	31316.24	8.912
322890-325128(-)_1	745	85363.04	4.347
325573-325831(-)_1	41	4479.19	11.0777
326048-326927(-)_1	292	31919.83	4.1889
327655-328717(+)_1	353	40381.71	7.2305
329227-331987(-)_1	919	103071.18	7.0538
332538-333228(-)_1	229	26901.31	9.7761
333675-335592(-)_1	638	72193.84	8.1733
335898-337449(+)_1	516	59452.69	5.5113
337710-339060(-)_1	449	49710.47	4.2769
339944-341531(+)_1	528	62338.74	8.563
343250-344345(+)_1	364	40693.95	7.504
344947-346039(+)_1	363	42170.17	8.5229
346615-347290(+)_1	224	26203.85	5.0144
347542-348313(-)_1	256	29005.02	4.7029
349087-350659(+)_1	523	59934.13	4.8241
352055-355565(+)_1	1169	128395.91	8.3774
355819-356161(+)_1	113	12685.27	7.2166
356329-357829(+)_1	499	56045.99	7.4084
358261-360541(+)_1	759	88026.83	6.697
360931-361639(+)_1	27	3143.71	8.5573
361754-364973(+)_1	1072	122069.05	5.2868
366727-366801(+)_1	4	378.44	5.55
367230-368934(-)_1	567	64437.42	9.1052
369173-369464(+)_1	46	5167.18	10.7355
369745-371758(-)_1	670	74412.05	8.7242
372795-374220(+)_1	474	53998.58	4.2314
374572-375916(+)_1	447	50090.61	8.7199
376427-376931(-)_1	167	19430.36	8.3215
377269-379309(-)_1	679	76307.22	5.9896
379525-380140(-)_1	204	23160.45	6.4893
380145-380454(-)_1	102	11547.48	10.8985
380725-381541(+)_1	271	31438.37	9.2579
381700-384082(-)_1	793	89562.15	5.8156
384290-385538(-)_1	415	47496.16	8.3622
385783-389029(-)_1	1081	121309.44	6.611
389517-390468(+)_1	316	37573.75	5.3847
390532-390820(-)_1	24	2537.7	3.7781
391045-392035(+)_1	329	37115.07	5.6127
392138-394190(-)_1	683	78005.39	6.7389
394397-394922(-)_1	174	19862.67	9.551
395458-398437(+)_1	992	112902.09	5.1032
398580-403881(-)_1	1766	203582.45	7.4861
404496-405012(-)_1	171	19915.86	5.0976
405299-407039(+)_1	579	68261.43	9.6162
407130-408192(-)_1	353	40922.16	9.7177
408408-412845(-)_1	1478	167584.53	4.4718
413210-413921(+)_1	236	26997.92	8.7894
414288-415545(-)_1	418	49099.2	9.7521
416283-417090(+)_1	268	30642.45	4.9688
417180-417441(-)_1	18	1936.21	5.3422
418895-419714(+)_1	45	4882.85	10.4961
420086-421868(-)_1	593	68081.36	5.2906
422590-423796(+)_1	401	45168.27	5.7741
424103-424499(-)_1	131	15036.63	10.5029
424785-425549(+)_1	151	16567.42	3.9266
425778-426387(-)_1	202	23073.43	8.1215
427526-429641(-)_1	704	78811.54	7.3627
430151-431861(+)_1	569	64628.98	7.8801
432326-433670(+)_1	447	51412.53	8.5118
433778-435060(-)_1	284	33412.82	9.128
435499-436927(-)_1	475	53510.16	4.5913
437431-438226(-)_1	264	30090.38	10.2225
438439-438988(+)_1	182	20097.16	4.8523
439161-441075(+)_1	637	73443.98	4.9227
441358-444061(-)_1	900	98690.87	9.3596
446091-448347(-)_1	751	84519.01	8.9348
448750-449809(-)_1	352	41166.62	8.98
450837-451179(-)_1	31	3725.57	10.2378
451057-452053(+)_1	331	33839.85	4.1951
452839-453544(-)_1	234	26226.21	4.5476
454424-456122(-)_1	565	66690.3	9.1859
457102-458722(+)_1	539	61209.54	7.2975
459046-460702(-)_1	551	63387.98	6.0594
461066-463241(-)_1	724	81624.29	4.9097
463600-465445(-)_1	614	69262.19	10.3703
465718-466213(+)_1	164	18721.84	5.0416
466641-469383(+)_1	913	102361.16	5.6791
469576-470551(-)_1	324	37086.97	5.1561
470841-472425(+)_1	527	60682.22	7.9122
472554-474783(-)_1	742	83280.92	9.8769
475172-476048(+)_1	291	33106.24	4.1061
476175-477093(-)_1	305	34026.06	4.7908
477660-478065(-)_1	134	14902.85	4.2659
480665-482963(+)_1	765	88447.09	5.6127
483545-486662(+)_1	1038	118240.59	4.0385
486880-489094(-)_1	737	84065.95	8.6106
489554-490376(+)_1	273	32107.47	9.5447
490621-495661(-)_1	1679	195170.62	8.9442
496171-496981(+)_1	269	30215.46	9.1948
497208-497823(+)_1	204	23122.22	5.5247
497967-499956(-)_1	662	75480.6	6.6531
500149-501106(-)_1	318	36943.96	9.0942
501257-502448(-)_1	396	44059.91	7.823
505025-506684(+)_1	42	4750.06	9.15
508203-508959(+)_1	251	29507.06	7.9858
509538-510627(+)_1	362	36726.08	4.4527
510916-511732(-)_1	271	31024.87	5.6008
512037-513369(+)_1	443	50948.06	7.302
513475-514006(-)_1	176	19403.45	10.7461
514222-515071(-)_1	282	31186.27	8.3126
515312-516572(-)_1	419	48175.78	3.94
516772-517174(-)_1	133	15682.13	9.5901
517715-520412(+)_1	898	102701.95	9.9979
520909-522163(+)_1	417	48713.63	8.8685
522515-523430(-)_1	304	33258.48	8.4655
524027-525242(-)_1	404	46431.07	7.6192
525588-537861(-)_1	4090	470662.69	6.046
538086-539016(+)_1	309	34100.94	7.3854
539464-541273(+)_1	602	68395.28	9.0894
541553-542140(+)_1	57	6363.63	7.9949
542676-544506(+)_1	609	69172.41	4.233
544868-546056(+)_1	395	44684.1	4.7033
546444-547269(+)_1	274	31648.07	10.2782
547601-548867(+)_1	421	50466.89	4.9825
549573-550563(+)_1	329	37006.33	10.0929
550702-552202(-)_1	499	58383.35	7.7439
552454-555052(+)_1	865	101513.08	7.992
555204-555798(-)_1	197	22255.65	10.3575
556022-557105(-)_1	360	40401.11	6.4181
557860-560092(+)_1	743	83809.86	9.7405
560269-560851(-)_1	193	22118.5	4.675
561594-563370(+)_1	591	65712.55	6.8747
563538-564597(+)_1	352	39396.93	8.2207
564872-565919(-)_1	348	38529.71	4.777
566373-568062(-)_1	562	62522.49	4.3553
568129-568411(-)_1	40	4486.21	8.5375
569472-569940(+)_1	155	18514.91	6.3454
570053-570980(-)_1	308	36327.44	6.3939
572163-573276(+)_1	370	43160.69	7.3971
573429-574629(+)_1	399	44059.82	10.5573
574859-576608(+)_1	582	68147.88	5.6973
576685-579202(-)_1	838	97007.36	6.3497
580330-581293(+)_1	320	36271.69	6.9463
581440-582475(-)_1	344	39577.62	9.5754
582756-586236(+)_1	1159	133919.28	4.7596
586368-586770(-)_1	133	14893.41	4.1242
587007-588849(-)_1	613	68529.54	4.7664
589059-589647(-)_1	195	22544.59	10.5922
589826-593042(+)_1	1071	121649.44	8.4625
593164-594202(-)_1	345	39233.05	9.6562
594373-595387(-)_1	337	38542.63	5.9581
595604-598334(-)_1	909	102495.59	8.781
598950-601104(+)_1	717	80633.42	5.1417
601545-602328(+)_1	260	29150.69	8.6146
602724-603867(-)_1	380	38308.12	4.0648
605835-607644(+)_1	602	68182.58	5.1341
608081-608456(-)_1	18	2162.45	11.0566
609896-615533(+)_1	1878	219039.14	4.9673
615945-616286(+)_1	22	2355.59	3.4727
616878-620421(+)_1	1180	136456.98	5.381
621196-622846(+)_1	549	60930.34	6.5993
623097-625263(-)_1	721	83405.41	7.7619
625877-628310(+)_1	810	89457.24	8.551
628781-629852(-)_1	356	39740.4	5.0495
630445-632395(+)_1	649	76689.06	8.572
636944-641075(+)_1	68	7815.7	10.4766
644115-648903(+)_1	1595	181384.45	7.3942
649879-651622(-)_1	580	63186.44	9.036
652599-653106(+)_1	168	18443.8	4.2696
653234-654554(+)_1	32	3674.15	3.9784
884-1859(-)_1	324	36790.8	5.2547
2206-3958(+)_1	583	64247.73	8.495
6080-7781(+)_1	566	63380.11	6.0136
8457-9822(-)_1	454	52309.07	9.0447
12022-13618(+)_1	531	58885.92	6.288
17428-19966(-)_1	845	98054.28	6.5457
20246-21116(-)_1	289	31242.21	6.8792
22111-24250(-)_1	712	81940.19	9.39
24596-25022(-)_1	141	15730.62	4.6688
25472-26003(+)_1	176	20410.35	4.254
26054-31040(-)_1	1661	189588.07	8.3706
31592-32339(-)_1	248	29091.09	10.6103
32724-33495(-)_1	256	28184.79	10.6614
34977-36969(+)_1	663	73327.98	6.7464
37118-37622(-)_1	167	20014.89	5.5403
38167-38968(-)_1	266	30213.1	8.9171
39240-48678(-)_1	3145	357468.15	5.2764
