orf_name	Length	Mol_weight	PI
329751-330750(+)__1	109	12428.27	8.5098
331247-333692(+)__1	62	7135.47	11.8981
333971-337175(+)__1	95	10871.93	11.1745
337425-338775(+)__1	63	7664.08	10.5679
338934-340176(-)__1	61	7202.22	9.0972
341088-343617(-)__1	38	4303.02	9.0203
343902-345132(+)__1	40	4505.31	10.3209
346202-346373(+)__1	26	2964.51	6.4221
346374-346464(+)__1	6	638.75	3.7498
346465-346552(+)__1	9	1058.26	3.7498
348089-348178(+)__1	15	1716.95	7.0021
349420-349465(+)__1	2	296.38	5.55
349768-349840(+)__1	5	590.74	10.0
349854-349926(+)__1	6	759.92	12.5
350515-355567(+)__1	56	6428.65	9.5823
355935-358104(-)__1	51	6232.23	9.0678
358606-362809(-)__1	52	5649.61	10.7546
363155-364028(-)__1	54	6185.21	11.84
364362-365730(+)__1	35	4023.95	9.884
366141-366780(-)__1	33	3808.55	10.947
366840-368046(-)__1	67	7904.18	6.8923
368754-368826(-)__1	4	518.63	12.5
368840-368912(-)__1	3	353.45	5.5289
369521-369839(-)__1	12	1480.71	3.6135
369871-369931(+)__1	10	1097.33	8.0
369929-370166(+)__1	2	206.26	5.55
370149-370281(+)__1	6	550.63	5.55
370273-370492(+)__1	17	2007.49	10.7883
370615-370924(+)__1	42	4572.23	8.8199
371315-371348(-)__1	1	149.21	5.55
371681-372341(-)__1	58	6596.59	10.7771
373210-373885(+)__1	54	6359.7	11.6888
375094-376366(+)__1	45	5271.26	10.7045
376509-377262(-)__1	34	4066.74	11.9116
377585-379637(+)__1	56	6339.51	9.9584
380100-382413(+)__1	65	7490.49	8.2819
382630-383611(-)__1	54	6331.86	11.6502
383920-384511(+)__1	28	3204.7	6.9689
384641-387110(-)__1	82	9282.72	10.5095
387315-387388(-)__1	11	1316.5	12.801
388196-388613(-)__1	38	4127.69	11.5237
388758-389958(+)__1	39	4880.68	11.9116
390292-391837(+)__1	62	7518.84	12.1655
392258-392913(-)__1	52	6081.2	8.5122
393043-393114(-)__1	3	362.45	10.0
393666-394707(-)__1	32	3611.27	8.5499
395242-398611(-)__1	44	4752.33	6.1883
399100-401155(+)__1	44	4973.75	12.2134
401792-403478(+)__1	44	5329.23	10.0495
403773-405381(+)__1	45	5265.29	10.6319
405612-407229(-)__1	48	5410.32	8.2879
407330-409496(-)__1	51	5711.7	11.3777
410365-410851(-)__1	44	5477.44	11.1844
411116-411189(+)__1	1	149.21	5.55
411432-411538(-)__1	6	845.03	12.801
413043-415044(-)__1	82	9431.0	8.4791
415456-417163(-)__1	47	5389.06	4.4423
418061-418134(+)__1	1	149.21	5.55
418274-419246(-)__1	48	5797.78	10.2334
419514-419598(-)__1	19	2234.57	12.676
422244-428346(+)__1	59	6884.07	9.6295
428696-429308(-)__1	50	5814.15	9.2226
429766-430123(+)__1	22	2574.04	9.7608
430349-431780(-)__1	61	6886.14	5.9895
432297-433064(+)__1	62	6927.4	10.9062
433746-435555(+)__1	76	8562.07	5.6749
435798-437574(+)__1	50	6063.07	10.9048
437925-439536(-)__1	54	6257.34	10.9324
439863-441960(-)__1	58	6803.9	10.1043
443006-445109(+)__1	64	7740.29	8.9341
445668-445890(-)__1	27	3278.8	10.7707
446328-447792(+)__1	45	5345.42	11.974
448163-449078(+)__1	21	2479.0	12.2225
449575-450592(+)__1	90	10773.46	10.1988
450822-451821(-)__1	67	7267.4	8.8059
453349-454885(+)__1	39	4370.19	9.9822
455165-455447(-)__1	18	2079.46	7.8658
455722-456505(-)__1	37	4414.16	12.2456
456878-457457(-)__1	29	3559.07	6.0166
457423-458638(+)__1	42	4834.62	8.5045
458836-459436(+)__1	96	11191.18	11.9521
459707-461240(+)__1	59	6665.65	9.8879
461423-463181(-)__1	42	4722.55	10.7588
463504-464017(-)__1	40	4396.02	9.1265
464212-465262(-)__1	123	13641.26	11.915
465535-466096(-)__1	37	4022.63	10.6914
466216-466564(-)__1	34	3730.16	4.3527
466753-467086(+)__1	28	3053.63	5.9684
467167-467902(-)__1	21	2472.91	9.1044
468067-468601(-)__1	25	3034.72	12.1265
469091-471602(-)__1	54	6044.17	6.9397
471924-476241(-)__1	79	9530.31	9.832
476483-477668(+)__1	36	4412.18	4.8017
477780-481854(-)__1	47	5508.19	5.6837
482088-482415(+)__1	13	1565.89	8.799
482743-486001(+)__1	47	5383.42	10.4697
486135-488814(-)__1	81	9601.35	9.7125
489375-492756(+)__1	58	6535.62	10.6749
493174-495505(+)__1	106	11809.78	8.0848
495608-499133(-)__1	54	6604.01	10.4225
499424-501662(+)__1	39	4781.5	9.7224
501820-502873(-)__1	51	5788.79	10.6291
504884-505307(-)__1	36	3913.6	8.2942
505732-507703(-)__1	49	5397.47	9.8059
508151-509963(+)__1	34	3886.39	9.2636
510155-510237(-)__1	12	1441.76	11.4779
513531-514005(-)__1	36	4499.24	12.1187
514969-515299(+)__1	24	2904.47	10.8826
515491-517084(-)__1	46	5317.08	6.4447
517307-518015(+)__1	46	5615.55	10.0316
518463-519990(+)__1	56	6357.15	7.8615
521112-521183(+)__1	5	607.77	5.55
521353-523051(+)__1	52	5904.15	10.2366
523311-525045(+)__1	41	4707.21	9.9387
525341-526817(+)__1	37	4371.98	11.2459
527384-527882(+)__1	36	4133.9	9.223
530855-531566(+)__1	33	3690.4	10.2247
531783-531855(-)__1	14	1508.85	5.7686
533026-533680(+)__1	30	3621.29	9.1543
533693-534137(-)__1	25	2633.19	10.8002
534755-537209(+)__1	41	4816.5	10.3185
537705-538758(+)__1	46	5146.61	4.8889
539395-542203(+)__1	49	6092.35	11.2875
542366-543710(-)__1	86	9874.48	9.8733
544061-544439(+)__1	49	5880.85	4.8181
544774-546463(+)__1	62	6993.05	9.9537
546672-548022(-)__1	53	6222.0	9.0751
548274-555693(+)__1	51	6097.38	9.8816
555874-556297(-)__1	25	3232.67	10.2488
556493-557555(+)__1	88	10297.65	7.669
557648-558242(-)__1	37	4455.98	10.3842
558458-559436(-)__1	31	3505.08	10.4211
559439-559604(+)__1	27	3223.79	5.4689
559794-560970(-)__1	54	6085.18	12.302
561187-561808(-)__1	31	3656.13	7.1988
561972-562626(+)__1	92	10578.38	10.5394
562839-564030(+)__1	66	7547.52	9.084
564218-565466(-)__1	36	4170.9	6.059
566124-567060(-)__1	125	14288.46	10.2394
567776-569090(+)__1	40	4663.34	12.204
569293-570478(-)__1	23	2542.03	9.1456
570781-571123(-)__1	53	6167.19	10.6752
571498-572410(-)__1	30	3415.93	10.4339
572596-573877(+)__1	30	3483.32	11.65
573973-574291(-)__1	21	2319.75	11.6501
574909-575233(+)__1	11	1387.66	10.6486
575333-576212(-)__1	36	4224.84	7.861
576570-579438(+)__1	55	6269.99	6.4353
579736-583192(-)__1	68	8164.41	10.0211
583925-587210(-)__1	75	8588.83	8.0179
587596-591892(+)__1	78	8964.14	6.3054
592055-593042(-)__1	43	5008.65	9.6587
593413-594508(-)__1	30	3522.06	10.0042
597430-597709(+)__1	35	4183.95	11.0977
598670-599639(+)__1	87	10006.65	10.6657
600096-600945(+)__1	43	5272.39	12.3828
601298-601817(+)__1	56	6946.13	9.6297
602087-604037(-)__1	110	12139.99	10.0675
604440-605151(+)__1	73	8601.68	10.7137
605214-606198(-)__1	47	5418.28	8.8756
606836-606937(+)__1	1	149.21	5.55
607138-607939(+)__1	47	5534.61	10.0955
608063-608672(-)__1	31	3578.05	5.9464
609677-611420(+)__1	67	7334.58	7.7915
611499-611964(-)__1	55	6014.78	8.0235
612545-613568(+)__1	62	6686.54	6.8463
613818-615999(+)__1	67	7698.88	6.9708
616273-617305(+)__1	34	3885.51	9.8105
617441-617678(-)__1	54	6145.33	11.7336
618062-618493(+)__1	14	1490.65	3.7498
618805-622162(-)__1	51	5773.85	10.4361
622849-624913(+)__1	34	3881.55	9.7016
625085-625937(-)__1	46	5050.82	9.8059
626261-626867(+)__1	28	3181.8	12.0137
627054-627411(+)__1	31	3919.62	8.0334
627469-628213(-)__1	47	5514.31	12.2247
629211-629661(+)__1	16	2004.43	12.977
630060-630900(+)__1	78	8922.32	9.8441
631190-632552(+)__1	82	9473.3	9.7657
632666-633254(-)__1	28	3304.05	9.3927
633461-635654(-)__1	38	4331.08	7.7912
636298-636577(+)__1	18	1927.36	5.7491
636764-638300(+)__1	48	5809.72	7.8924
638929-640423(+)__1	38	4682.47	11.9705
641034-641712(+)__1	27	3336.07	12.0588
642010-643360(-)__1	62	6884.17	8.527
643832-645062(-)__1	63	6892.2	8.9266
645353-647717(-)__1	104	11684.17	5.5216
647996-652070(-)__1	45	4895.62	7.9909
651943-652213(+)__1	39	4551.57	10.0369
653044-654067(-)__1	42	4811.77	11.332
654264-656184(-)__1	91	10422.27	10.0978
656659-658315(+)__1	145	16526.9	10.1838
658610-661757(+)__1	56	6412.66	10.0197
662106-662736(+)__1	23	2842.18	4.5869
662835-664956(-)__1	34	3760.24	8.7196
665165-665885(-)__1	24	2901.61	10.1091
666120-666330(+)__1	23	2925.53	8.7557
666511-667777(-)__1	40	4667.4	7.0028
668022-672351(-)__1	65	7196.85	8.5305
673646-678380(+)__1	61	6752.62	10.0007
678499-679579(-)__1	23	2777.3	10.773
679806-684753(-)__1	51	5839.72	10.1697
684966-686013(+)__1	29	3434.97	11.7767
686199-687228(+)__1	45	5377.37	11.7161
687381-689670(-)__1	87	10324.37	9.2563
689923-690730(+)__1	43	4960.89	8.511
691069-692133(-)__1	39	4415.22	9.1622
692906-693122(+)__1	17	1821.17	10.0
693233-694277(+)__1	88	10077.67	7.0364
694735-695866(+)__1	77	8621.72	7.3603
696363-697500(+)__1	59	6846.16	6.9696
698009-698888(-)__1	69	7531.93	10.6073
700614-702531(-)__1	67	7701.04	10.0412
0-498(+)__1	63	6892.1	9.4351
1724-2534(-)__1	26	3077.88	9.7333
2534-2558(-)__1	26	3077.88	9.7333
2580-2664(-)__1	15	1797.1	5.7899
6315-8166(+)__1	39	4122.66	4.0189
9359-10304(+)__1	43	5037.56	9.9737
11009-14867(-)__1	38	4472.06	7.9221
15278-15887(-)__1	29	3414.97	7.1993
16138-18292(-)__1	84	9721.34	8.9727
18729-20601(+)__1	60	6908.42	9.9622
20891-22346(-)__1	75	8652.23	10.4125
23319-26397(+)__1	41	5087.75	8.6203
26602-30553(-)__1	57	6462.84	9.9926
30860-30932(-)__1	18	1692.9	7.8003
31621-32443(+)__1	23	2613.37	7.9802
32659-33421(+)__1	21	2710.18	8.0635
33469-34273(-)__1	27	3035.46	7.8381
34511-37823(+)__1	41	4459.09	5.3442
38176-40081(+)__1	57	6831.68	10.4779
40367-47792(-)__1	86	9872.46	10.1992
48331-51784(-)__1	55	6339.45	9.7349
52599-54522(-)__1	47	5100.68	7.2778
55015-58147(-)__1	44	4984.81	5.4943
59410-59484(+)__1	14	1788.1	11.0463
59717-60320(-)__1	22	2418.0	12.5163
60607-61828(+)__1	39	4678.56	11.0573
62028-63417(-)__1	29	3535.15	10.0061
63621-64638(-)__1	37	4263.02	10.4727
64914-65292(-)__1	16	1694.83	3.3384
65784-67389(+)__1	58	6856.09	10.9176
67711-68314(+)__1	22	2749.17	6.0362
69614-69698(+)__1	17	1835.17	5.84
70095-71295(+)__1	68	7922.14	10.4625
71609-74165(-)__1	55	6186.14	10.9765
74662-76918(-)__1	66	8148.45	8.5073
78109-78667(-)__1	44	5312.06	8.5231
80028-81801(+)__1	51	5868.17	12.1063
82282-83686(+)__1	59	6492.38	8.4943
84220-85138(+)__1	28	3253.78	8.525
86168-92324(+)__1	81	9446.08	8.6649
92796-94080(+)__1	35	4188.88	10.8487
94762-95623(+)__1	25	3030.45	10.947
95976-97992(-)__1	41	5159.24	11.2875
98726-100139(-)__1	50	5647.62	5.4636
101013-103497(-)__1	42	5025.67	9.4358
104297-105782(+)__1	48	5477.25	5.4416
105856-107716(-)__1	38	4176.07	7.6395
107989-111022(+)__1	60	6743.71	8.0491
111243-112500(+)__1	36	4028.62	10.7354
112931-115715(+)__1	54	6243.99	4.829
116141-116558(+)__1	40	4783.5	11.4752
116792-118970(-)__1	71	8357.99	8.484
119223-119634(-)__1	23	2853.31	10.2341
120152-121346(-)__1	27	3075.78	7.7996
123661-126499(-)__1	68	7863.22	9.7799
126746-126818(-)__1	2	305.4	10.0
128889-130020(-)__1	74	8168.12	8.3088
128892-129216(-)__1	45	5424.46	12.4041
131400-132552(+)__1	40	4555.37	5.998
133033-133813(-)__1	66	7612.88	9.3878
134756-135962(-)__1	55	6403.47	10.493
138563-138995(+)__1	43	4735.5	6.9423
139088-139742(-)__1	78	8776.33	10.7073
140286-140589(+)__1	15	1684.9	4.3614
140935-143521(+)__1	76	8279.49	8.4952
143909-144521(+)__1	42	4798.76	8.527
144759-146646(-)__1	44	5213.04	11.007
146915-147656(+)__1	32	3712.33	11.1915
147799-147871(-)__1	4	390.5	5.55
149545-150289(-)__1	88	9877.37	8.5166
150825-151842(-)__1	48	5850.8	11.5759
152450-153359(+)__1	61	7115.47	11.1136
153531-154746(-)__1	49	5754.57	10.1083
155142-157065(-)__1	68	7731.89	10.4244
157717-159760(+)__1	64	7320.73	8.9307
160112-161519(+)__1	63	7663.91	10.4541
161744-162383(-)__1	16	1816.19	11.8223
162683-164075(+)__1	44	5240.22	10.0572
164429-165089(+)__1	29	3619.15	9.1319
165565-166162(+)__1	20	2247.67	5.2714
166669-168316(+)__1	51	6027.16	6.0389
168853-170491(+)__1	40	4851.69	11.9361
170745-170952(-)__1	26	3161.67	8.5396
171213-171609(-)__1	33	3879.62	10.8766
171859-172195(+)__1	30	3600.21	9.2021
172362-174543(-)__1	91	10444.2	10.3555
175012-177331(-)__1	36	4468.35	10.2266
177571-178963(-)__1	91	10344.99	11.015
179465-180773(-)__1	24	2936.72	11.2542
181215-181956(-)__1	31	3699.15	6.9972
182280-186084(-)__1	54	6142.4	10.3272
186824-187775(-)__1	52	5784.74	8.2839
188886-188959(+)__1	1	149.21	5.55
189510-191223(+)__1	35	3774.47	11.4306
191687-193730(+)__1	66	7666.04	9.3858
194222-196109(+)__1	61	7370.91	12.2269
196552-198280(+)__1	35	4034.85	11.0566
198448-198958(-)__1	32	3576.09	10.9562
199818-202362(+)__1	41	4724.58	10.217
202991-203966(+)__1	26	2859.22	3.9798
204214-204862(-)__1	33	3872.51	4.4258
204743-205043(+)__1	22	2761.38	9.7324
207152-207857(+)__1	47	5416.43	10.7635
208207-209764(-)__1	44	4915.93	11.0777
209896-210025(-)__1	3	361.5	5.55
210220-211324(-)__1	27	3122.67	10.4936
211593-212742(-)__1	30	3149.66	7.679
213398-215603(+)__1	45	5651.69	10.6409
215788-216730(-)__1	71	7936.06	4.647
219096-220746(+)__1	41	4844.71	6.1968
221190-222609(+)__1	49	5785.79	11.4299
222986-223916(+)__1	42	4720.61	8.546
224019-224115(-)__1	13	1513.82	11.6501
224381-225737(+)__1	38	4244.88	8.6843
225920-229253(-)__1	41	5159.16	12.2196
229846-232000(-)__1	33	3800.47	8.6862
232702-234256(-)__1	45	4921.52	10.3291
235510-240115(+)__1	64	7430.65	8.8351
240318-242082(-)__1	39	4510.55	10.6486
242336-243089(-)__1	18	2135.44	5.5273
243400-244474(+)__1	40	4407.14	10.2378
247584-248301(+)__1	35	4358.02	10.7547
248681-249521(+)__1	46	5239.14	8.6424
249709-250651(+)__1	35	4032.41	6.7082
251143-252163(+)__1	29	3722.35	12.8984
252494-255809(-)__1	72	8201.79	10.4014
256075-257008(-)__1	35	3926.78	10.6486
258189-259500(+)__1	72	8550.94	9.6951
259707-261357(+)__1	44	5060.81	9.047
261590-263297(+)__1	32	3500.02	9.3546
263480-264155(-)__1	42	4980.72	4.8001
264575-264959(+)__1	58	6526.63	12.4177
265403-266408(+)__1	108	11789.46	4.4552
266754-267105(+)__1	16	1707.04	6.9658
267239-268535(-)__1	40	4768.51	10.5629
269095-270669(+)__1	42	5077.92	9.3286
271240-272419(+)__1	33	3726.49	8.5638
272800-274771(+)__1	79	9008.91	9.0586
275044-277252(+)__1	51	5575.77	8.8141
277626-278805(+)__1	47	5230.05	6.1793
279163-280516(-)__1	41	4799.59	10.5462
280814-282401(-)__1	43	5163.3	9.2104
282627-285273(+)__1	74	8695.07	8.0108
285712-288049(+)__1	39	4713.55	9.8601
289620-289726(+)__1	19	2416.94	4.2577
291019-291340(+)__1	27	3140.57	3.9179
291342-291789(+)__1	22	2360.75	11.4779
292596-293139(+)__1	48	5613.68	11.0822
295798-295924(+)__1	16	1839.05	5.3867
296672-299681(+)__1	93	10993.51	11.7132
300011-300083(-)__1	3	390.5	5.55
301094-301556(+)__1	20	2303.65	4.1457
302186-302405(+)__1	14	1709.85	4.4934
302730-303354(-)__1	24	2829.23	6.0174
304066-306988(+)__1	61	7266.36	10.0747
307312-307801(-)__1	31	3711.38	11.1981
309524-311450(+)__1	30	3157.78	8.3082
312066-312408(+)__1	19	2292.75	12.2663
312742-313822(-)__1	54	5785.48	9.2409
314462-315788(-)__1	45	5082.91	9.2649
316491-316860(+)__1	27	3128.59	9.8613
317202-320316(-)__1	51	5901.15	9.8503
320746-321250(-)__1	35	4365.97	7.7502
321680-322517(-)__1	76	8224.26	9.1498
322890-325128(-)__1	100	11657.35	9.9569
325573-325831(-)__1	33	4096.65	11.8207
326048-326927(-)__1	49	5530.36	7.8385
327655-328717(+)__1	65	7442.62	7.7577
329227-331987(-)__1	42	5007.89	11.1851
332538-333228(-)__1	45	5283.26	12.0444
333675-335592(-)__1	59	6761.05	5.6547
335898-337449(+)__1	73	8376.77	10.3433
337710-339060(-)__1	76	8576.83	7.6681
339944-341531(+)__1	35	4151.75	8.5058
342995-343130(+)__1	4	447.55	5.55
343250-344345(+)__1	63	7202.54	11.8434
344947-346039(+)__1	56	6532.63	9.9181
346615-347290(+)__1	48	5496.18	5.6815
347542-348313(-)__1	30	3372.98	9.3566
349087-350659(+)__1	54	6458.77	6.1312
352055-355565(+)__1	59	6716.28	4.9097
355819-356161(+)__1	74	8246.56	7.3118
356329-357829(+)__1	64	7387.75	11.5884
358261-360541(+)__1	53	5782.6	4.1609
360931-361639(+)__1	27	3253.7	7.1981
361754-364973(+)__1	98	11404.51	9.6564
366727-366801(+)__1	5	576.71	5.55
367230-368934(-)__1	58	6596.59	10.8825
369173-369464(+)__1	16	1791.12	12.8073
369745-371758(-)__1	67	7541.82	9.4064
372795-374220(+)__1	38	4241.0	10.8343
374572-375916(+)__1	47	5397.17	9.0848
376427-376931(-)__1	48	5493.51	10.1219
377269-379309(-)__1	60	6742.73	8.5479
379525-380140(-)__1	69	7320.39	8.2564
380145-380454(-)__1	74	9078.81	9.7042
380725-381541(+)__1	28	3586.02	10.1595
381700-384082(-)__1	61	7022.18	8.5232
384290-385538(-)__1	32	4038.6	10.4654
385783-389029(-)__1	60	6736.12	4.4258
389517-390468(+)__1	35	4241.8	11.2178
390532-390820(-)__1	39	4523.39	12.3439
391045-392035(+)__1	36	4233.64	6.4453
392138-394190(-)__1	40	4618.42	11.505
394397-394922(-)__1	37	4480.05	3.3911
395458-398437(+)__1	56	6741.74	9.5986
398580-403881(-)__1	60	6668.62	9.9976
404496-405012(-)__1	40	4525.28	7.8383
405299-407039(+)__1	58	6695.99	10.8184
407130-408192(-)__1	43	4901.6	7.2757
408408-412845(-)__1	89	10721.67	9.8349
413210-413921(+)__1	40	4800.63	10.688
414288-415545(-)__1	81	9078.48	8.7336
416283-417090(+)__1	35	3977.7	8.8227
417180-417441(-)__1	26	2851.39	7.8002
418895-419714(+)__1	33	3856.7	9.6945
420086-421868(-)__1	50	5918.66	8.9674
422590-423796(+)__1	102	12295.53	7.369
424103-424499(-)__1	29	3321.68	4.3116
424785-425549(+)__1	40	4485.08	6.1924
425778-426387(-)__1	38	4444.15	10.1079
427526-429641(-)__1	48	5997.03	9.9574
430151-431861(+)__1	85	9714.53	10.5569
432326-433670(+)__1	70	8057.86	4.461
433778-435060(-)__1	29	3341.93	9.2359
435499-436927(-)__1	25	2852.56	10.8002
437431-438226(-)__1	43	4678.65	10.8355
438439-438988(+)__1	13	1560.89	10.4997
439161-441075(+)__1	51	5705.65	6.97
441358-444061(-)__1	52	5855.99	9.9227
445738-445855(+)__1	1	149.21	5.55
446091-448347(-)__1	48	5753.76	8.5242
448750-449809(-)__1	27	3052.6	5.5538
450837-451179(-)__1	22	2550.06	10.9626
451057-452053(+)__1	32	3617.07	4.3699
452839-453544(-)__1	30	3575.31	10.841
454424-456122(-)__1	43	4914.64	9.1537
457102-458722(+)__1	33	4188.93	11.8273
459046-460702(-)__1	32	3845.61	10.4392
461066-463241(-)__1	50	5850.71	9.0356
463600-465445(-)__1	90	10365.04	12.8493
465718-466213(+)__1	40	4513.28	12.0534
466641-469383(+)__1	64	7308.42	9.5587
469576-470551(-)__1	67	8151.2	11.8869
470841-472425(+)__1	40	5016.2	12.2835
472554-474783(-)__1	59	6932.1	10.5685
475172-476048(+)__1	75	8731.9	5.6194
476175-477093(-)__1	49	5590.43	8.0987
477660-478065(-)__1	50	5836.77	10.3148
480665-482963(+)__1	66	7639.89	8.5617
483545-486662(+)__1	39	4549.24	7.1988
486880-489094(-)__1	61	7372.71	12.5249
489554-490376(+)__1	37	4457.33	4.1839
490621-495661(-)__1	51	6057.09	9.9119
495817-496025(+)__1	30	3434.99	7.1613
496171-496981(+)__1	27	3120.66	10.8704
497208-497823(+)__1	26	2956.39	10.4875
497967-499956(-)__1	67	7875.43	9.2986
500149-501106(-)__1	27	3342.97	10.6261
501257-502448(-)__1	48	5633.39	10.8224
502592-502664(-)__1	3	317.4	5.55
505025-506684(+)__1	68	7735.12	8.0462
507999-508072(+)__1	5	603.74	7.0004
508203-508959(+)__1	89	10107.15	9.9741
509538-510627(+)__1	115	12804.93	8.8855
510916-511732(-)__1	67	7235.34	10.9404
512037-513369(+)__1	75	8937.22	8.2659
513475-514006(-)__1	21	2429.78	8.7556
514222-515071(-)__1	50	6031.88	11.2176
515312-516572(-)__1	69	7866.94	11.079
516772-517174(-)__1	41	4704.33	11.505
517715-520412(+)__1	81	9371.84	5.5699
520909-522163(+)__1	58	6917.0	9.0949
522515-523430(-)__1	65	7554.53	8.2565
524027-525242(-)__1	66	7413.85	9.1968
525588-537861(-)__1	51	5886.9	5.6077
538086-539016(+)__1	42	4836.56	9.5728
539464-541273(+)__1	38	4659.19	7.1601
541553-542140(+)__1	27	3066.75	8.5639
542676-544506(+)__1	63	7458.62	11.0809
544868-546056(+)__1	42	4916.87	12.3439
546444-547269(+)__1	32	3668.24	7.9949
547601-548867(+)__1	47	5667.85	10.1059
549573-550563(+)__1	33	3973.85	10.5732
550702-552202(-)__1	48	5546.4	9.6238
552454-555052(+)__1	46	5308.12	10.243
555204-555798(-)__1	37	4137.92	5.9065
556022-557105(-)__1	38	4168.89	12.326
557860-560092(+)__1	96	10888.78	10.9843
560269-560851(-)__1	26	2968.53	3.9798
561594-563370(+)__1	75	8907.43	10.6224
563538-564597(+)__1	31	3455.07	10.6234
564872-565919(-)__1	42	4437.02	5.3781
566373-568062(-)__1	43	4791.34	6.0619
568129-568411(-)__1	27	3145.7	9.9843
569472-569940(+)__1	44	5245.35	11.9363
570053-570980(-)__1	34	3826.56	10.773
572163-573276(+)__1	65	7695.0	11.0142
573429-574629(+)__1	51	5933.16	10.7579
574859-576608(+)__1	38	4502.19	9.0848
576685-579202(-)__1	52	6111.21	9.4441
580330-581293(+)__1	35	3881.57	3.8841
581440-582475(-)__1	36	4170.09	10.7838
582756-586236(+)__1	59	6796.76	5.6467
586368-586770(-)__1	47	5492.42	11.9739
587007-588849(-)__1	75	8720.09	5.0955
589059-589647(-)__1	21	2362.69	8.6224
589826-593042(+)__1	107	12008.06	8.9515
593164-594202(-)__1	105	12173.34	10.265
594373-595387(-)__1	52	6159.21	10.5941
595604-598334(-)__1	51	5955.68	7.83
598950-601104(+)__1	86	10014.57	10.4774
601545-602328(+)__1	52	6317.08	4.7418
602724-603867(-)__1	61	6788.88	8.572
605835-607644(+)__1	24	2679.22	9.8155
608081-608456(-)__1	4	513.66	9.1715
609896-615533(+)__1	62	7222.22	9.7116
615945-616286(+)__1	23	2883.3	7.9858
616878-620421(+)__1	60	6876.1	9.9493
621196-622846(+)__1	41	4849.62	7.002
623097-625263(-)__1	35	4004.56	6.9691
625877-628310(+)__1	55	6197.2	9.0543
628781-629852(-)__1	42	4988.82	6.7114
630445-632395(+)__1	69	8259.44	10.3626
636944-641075(+)__1	128	15069.29	9.2575
644115-648903(+)__1	55	6665.93	11.133
649879-651622(-)__1	76	8428.09	9.2578
652599-653106(+)__1	45	5153.91	9.2213
653234-654554(+)__1	48	5331.49	7.2418
884-1859(-)__1	37	4404.26	11.133
2206-3958(+)__1	58	6916.48	10.6073
6080-7781(+)__1	87	10039.73	4.7717
8457-9822(-)__1	34	3945.64	8.588
12022-13618(+)__1	58	6826.0	7.9486
17428-19966(-)__1	66	7609.68	8.0653
20246-21116(-)__1	34	3571.09	9.0536
22111-24250(-)__1	65	7314.71	9.1761
24596-25022(-)__1	95	11246.26	6.2026
25472-26003(+)__1	27	3264.72	5.378
26054-31040(-)__1	92	10795.81	10.1795
31592-32339(-)__1	39	4709.43	10.8333
32724-33495(-)__1	26	3022.52	5.9356
34977-36969(+)__1	71	8381.8	9.9326
37118-37622(-)__1	63	7322.88	10.9414
38167-38968(-)__1	51	5828.75	10.9553
39240-48678(-)__1	110	13250.77	9.1193
49087-49546(-)__1	17	2014.47	11.4779
50133-50877(-)__1	63	6809.74	9.4104
51091-52603(-)__1	30	3692.38	9.4354
52914-54813(+)__1	71	8331.71	10.2796
54974-57488(-)__1	49	5270.14	9.2053
57754-58450(+)__1	27	3248.96	10.8506
58614-61107(-)__1	73	8277.44	5.679
61504-64558(-)__1	119	13898.5	10.0833
65807-68054(+)__1	59	6340.21	5.6546
69101-70865(+)__1	62	7046.2	7.5901
71687-72440(+)__1	19	2159.55	9.4191
73013-75740(+)__1	61	6872.92	8.9387
80691-81066(+)__1	72	7765.06	7.214
81502-83479(-)__1	60	7159.11	10.09
84004-84844(-)__1	101	11844.93	11.1205
85064-86162(-)__1	42	5038.85	11.7168
86974-91723(+)__1	54	6199.21	7.8882
92045-94262(-)__1	54	6399.52	9.5815
95024-95318(-)__1	42	4725.18	6.4453
97186-98860(-)__1	94	10603.06	9.0183
99535-103291(+)__1	93	11048.94	10.7985
103623-108297(+)__1	63	7313.59	9.989
108510-108837(+)__1	27	3285.92	4.3115
109238-111848(-)__1	83	9783.48	9.3284
112655-114377(+)__1	47	5250.16	9.6937
114648-116118(+)__1	59	6494.8	10.5407
116427-117672(-)__1	44	5013.69	11.1785
118225-118432(-)__1	8	949.05	9.1456
118742-120950(+)__1	71	8040.35	9.0322
121261-123259(-)__1	65	7705.17	10.7482
123547-124828(+)__1	48	5856.06	11.5882
124905-127512(-)__1	69	7937.74	8.9468
128050-129904(+)__1	56	6418.43	9.1521
130181-133022(+)__1	42	5093.78	10.6366
133293-134613(+)__1	88	10304.15	10.9775
134894-137168(+)__1	79	9254.75	8.6997
138373-140959(-)__1	35	3665.34	8.566
141318-143307(-)__1	41	4875.01	12.3725
143944-144835(-)__1	46	5263.23	10.0003
145014-146571(-)__1	78	8589.94	6.4328
147118-148495(+)__1	28	3142.62	9.9821
148820-150959(-)__1	94	10454.44	10.9479
151468-152479(+)__1	40	4836.74	11.2427
152651-153149(-)__1	43	4972.85	10.1325
153601-154201(+)__1	22	2620.09	10.4473
154407-154890(-)__1	39	4829.63	7.8294
155031-155113(-)__1	6	671.86	10.0
156416-156605(+)__1	21	2394.66	4.4788
156915-157215(-)__1	9	1105.27	3.8497
158186-158660(+)__1	48	5447.34	8.2736
159124-161836(-)__1	54	6535.89	10.2139
162062-163583(+)__1	35	3983.93	6.9692
163636-164317(-)__1	39	4542.42	10.621
